title,trending_date,sumDay,id
"Calvin Harris, Dua Lipa - One Kiss (ZHU Remix) (Audio)","['18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",12,10
Camila Cabello & Pharrell - Sangria Wine (Dance Challenge),"['18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",7,10
Camila Cabello - Havana (Live at Dick Clark's New Year's Rockin' Eve 2018),"['18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",14,10
Camila Cabello - Havana (SING OFF vs. My Little Sister),"['17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01']",12,10
Camila Cabello - Havana (Vertical Video) ft. Young Thug,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11']",12,10
Camila Cabello - Never Be The Same,"['17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01']",15,10
Camila Cabello - Never Be the Same,"['18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",21,10
Camila Cabello - ‘Havana’ (live at Capital’s Summertime Ball 2018),"['18.12.06', '18.13.06', '18.14.06']",3,10
Camila Cabello on THAT Blue Ivy Grammys moment,['18.21.02'],1,10
Camila Cabello teases what to expect on her new album,"['17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12']",10,10
Can Calvin Harris Remember His Own Drops? FEAT. JAM TV!,"['18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05']",10,10
Can Selena Gomez remember her own lyrics?,"['18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02']",5,10
Car Seat Headrest - Twin Fantasy (Face to Face) ALBUM REVIEW,"['18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03']",8,10
Cardi B Acceptance Speech - Best New Artist | 2018 iHeartRadio Music Awards,"['18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04']",20,10
Cardi B Says Being Pregnant Makes Her Feel 'Powerful' (Exclusive),"['18.10.05', '18.11.05', '18.12.05', '18.13.05']",4,10
Cardi B and Julie Adenuga on Beats 1 [Full Interview],"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",6,10
Cardi B talks on how she wanted to quit rapping when a famous rapper took her verse off his song,"['17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",15,10
Cardi B | 'Bodak Yellow' | live performance at the 2017 MOBO Awards,"['17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12']",7,10
Cardi B | MOBO Awards 2017 | Live Performance,"['17.01.12', '17.02.12', '17.03.12', '17.04.12']",4,10
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Audio]","['18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05']",24,10
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]","['18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",15,10
Cardi B: Invasion of Privacy [FULL INTERVIEW] | Beats 1 | Apple Music,"['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04']",11,10
Cardi B: Invasion of Privacy [Full Interview] | Beats 1 | Apple Music,['18.07.04'],1,10
Carrie Underwood - Cry Pretty (Official Lyric Video),"['18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05']",20,10
Carrie Underwood - Cry Pretty (Official Music Video),"['18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06']",34,10
Carrie Underwood - The Champion (Official Lyric Video) ft. Ludacris,"['18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01']",12,10
Carrie Underwood - The Champion ft. Ludacris,"['18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",17,10
"Cashmere Cat, Major Lazer, Tory Lanez - Miss You (Lyric Video)","['18.06.02', '18.07.02', '18.08.02']",3,10
Charles Manson  - Cease To Exist,"['17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12']",9,10
Charli XCX - Unlock It (feat. Kim Petras and Jay Park)[Official Audio],"['17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12']",16,10
Charlie Puth (feat. Boyz II Men) - If You Leave Me Now (Studio Session),"['18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03']",28,10
Charlie Puth - Change (feat. James Taylor) [Official Live Performance],"['18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",11,10
Charlie Puth - Done For Me (Jazz Version),"['18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06']",33,10
Charlie Puth - Done For Me (feat. Kehlani) [Official Audio],"['18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04']",20,10
Charlie Puth - Done For Me (feat. Kehlani) [Official Video],"['18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05']",10,10
Charlie Puth - If You Leave Me Now (feat. Boyz II Men) [Official Audio],"['18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01']",12,10
Charlie Puth - In My Blood Live (Shawn Mendes cover) in the Live Lounge,"['18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",6,10
Chayanne - Choka Choka (Official Video) ft. Ozuna,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11']",11,10
Cheat Codes - Feels Great ft. Fetty Wap & CVBZ [Official Video],"['17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",16,10
Chief Keef Bust Feat. Paul Wall & C.Stone (WSHH Exclusive - Official Music Video),"['17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01']",6,10
Childish Gambino - This Is America (Official Video),"['18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06']",36,10
Chloe x Halle - Warrior (from A Wrinkle in Time) (Official Music Video),"['18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",29,10
Chris Brown - Hope You Do (Official Video),"['18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",8,10
"Chris Jeday - Ahora Dice (Remix) ft. J Balvin, Ozuna, Anuel AA, Cardi B, Offset, Arcángel","['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03']",19,10
"Chris Jeday, Ozuna, Brytiago - Bipolar","['18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03']",7,10
Chris Stapleton - Scarecrow In The Garden (Audio),"['17.14.11', '17.15.11', '17.16.11']",3,10
"Christina Aguilera - Accelerate (Official Video) ft. Ty Dolla $ign, 2 Chainz","['18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05']",13,10
Christina Aguilera - Fall In Line (Lyric Video) ft. Demi Lovato,"['18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05']",7,10
Christina Aguilera - Fall In Line (Official Video) ft. Demi Lovato,"['18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06']",15,10
Christina Aguilera - Like I Do (Audio) ft. GoldLink,"['18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",7,10
Christine and The Queens - Girlfriend (feat. Dâm-Funk) (Official Music Video),"['18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",20,10
Christmas Queens - Let It Snow [Official Video],"['17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11']",11,10
Christmas Queens - White Christmas (Official Music Video),"['17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12']",11,10
Chromeo - Bedroom Calling (feat. The-Dream),"['18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",5,10
Chromeo - Juice (Official Video),"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11']",7,10
Clairo - Flaming Hot Cheetos (Official Music Video),"['18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04']",28,10
Clean Bandit - New Rules (Dua Lipa Cover) in the Radio 1 Live Lounge,"['17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11']",13,10
Clean Bandit - Solo feat. Demi Lovato [Official Video],"['18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",15,10
Coheed and Cambria - The Dark Sentencer (Official Audio),"['18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",15,10
Cooking with Marshmello: Marshmello Dreidels (Hanukkah Edition),"['17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12']",5,10
Crawling (One More Light Live) - Linkin Park,"['17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12']",11,10
Crossing A Line (Official Video) - Mike Shinoda,"['18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05']",26,10
Céline Dion - Ashes (from the Deadpool 2 Motion Picture Soundtrack),"['18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06']",35,10
DJ Earworm Mashup - United State of Pop 2017 (How We Do It),"['17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01']",20,10
DJ Khaled - I Believe (from Disney’s A WRINKLE IN TIME) ft. Demi Lovato,"['18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",30,10
DJ Snake - Magenta Riddim,"['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.18.05']",32,10
DJ Snake - Magenta Riddim (Audio),"['18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03']",23,10
"DJ Snake, Lauv - A Different Way","['17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11']",13,10
DUA LIPA - NEW RULES (Leroy Sanchez LIVE Cover),"['18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",7,10
"Daniel Caesar - Freudian, a Visual","['17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12']",12,10
Dashboard Confessional: We Fight (Official Audio),"['17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11']",12,10
Dashboard Confessional: We Fight [OFFICIAL VIDEO],"['17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",19,10
Dave East - The Hated ft. Nas,"['18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.06.02', '18.07.02']",14,10
"David Bisbal, Sebastian Yatra - A Partir De Hoy","['18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04']",30,10
David Cassidy - This week - Weekend at Wembley,"['17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11']",6,10
David Cassidy - White Christmas,"['17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11']",6,10
David Guetta & Afrojack ft Charli XCX & French Montana - Dirty Sexy Money (Official Video),"['17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01']",20,10
David Guetta & Sia - Flames (Lyric Video),"['18.23.03', '18.24.03', '18.25.03', '18.26.03']",4,10
David Guetta & Sia - Flames (Official Video),"['18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05']",31,10
David Guetta Miami Ultra Music Festival 2018,"['18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04']",10,10
De La Ghetto - Se Que Quieres [Official Video],"['18.03.02', '18.04.02', '18.05.02']",3,10
Dead Beat Sirah ft. Skrillex (official video),"['17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11']",11,10
Deafheaven - Honeycomb,"['18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04']",12,10
Demi Lovato - Skyscraper in the Live Lounge,"['17.15.11', '17.16.11', '17.17.11']",3,10
Demi Lovato - Tell Me You Love Me (Acoustic),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03']",28,10
"Descemer Bueno, Enrique Iglesias - Nos Fuimos Lejos (Official Video) ft. El Micha","['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05']",26,10
"Dime Feat J Balvin, Bad Bunny, Arcangel, De La Ghetto, Revol","['18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04']",30,10
"Dimelo Flow - Envidiosos ft. Farruko, Bryant Myers, Justin Quiles, Dalex, Kelmitt","['18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01']",8,10
Dinah Jane & Leona Lewis - Christmas Medley,"['17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12']",11,10
Diplo - Get It Right (Feat. Mø) (Behind The Scenes),"['18.02.02', '18.03.02', '18.04.02', '18.05.02']",4,10
Diplo - Get It Right (Feat. Mø) (Official Video),"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01']",13,10
Diplo - Suicidal (feat. Desiigner) (Official Music Video),"['18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04']",21,10
Diplo - Wish (feat. Trippie Redd) (Official Music Video),"['18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05']",19,10
"Diplo, French Montana & Lil Pump ft. Zhavia - Welcome To The Party (Deadpool 2 Soundtrack)","['18.16.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",31,10
Don Diablo ft. A R I Z O N A - Take Her Place (Official Lyric Video),"['17.14.11', '17.15.11', '17.16.11']",3,10
Drake   Im Upset,['18.28.05'],1,10
Drake & Lil Baby - Yes Indeed (Lyrics),"['18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",6,10
Drake - God's Plan (Official Music Video),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02']",5,10
Drake - God’s Plan,"['18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03']",32,10
Drake - I'm Upset,"['18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",17,10
Drake - Nice For What,"['18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05']",31,10
Drake Calls Rosenberg & Checks Him!,"['18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03']",10,10
Drake Duppy Freestyle (Kanye West & Pusha T Diss) (WSHH Exclusive - Official Audio),"['18.27.05', '18.28.05']",2,10
Dreamcatcher(드림캐쳐) 'YOU AND I' MV,"['18.12.05', '18.13.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05']",7,10
Dua Lipa - Golden Slumbers,"['17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11']",12,10
